strike,none,n-chops8,genic2-3,none,nb,1,295,244,36,50,0.55,0.58,0.17,0.11,0.26,0.13
strike,none,n-chops8,genic2-3,none,nb,2,281,249,50,45,0.52,0.47,0.15,0.15,0.23,0.15
strike,none,n-chops8,genic2-3,none,nb,3,297,268,34,26,0.52,0.43,0.09,0.1,0.15,0.1
strike,none,n-chops8,genic2-3,none,nb,4,284,266,47,28,0.5,0.37,0.1,0.14,0.15,0.11
strike,none,n-chops8,genic2-3,none,nb,5,302,277,29,17,0.51,0.37,0.06,0.09,0.1,0.07
strike,none,n-chops8,genic2-3,none,nb,6,292,268,39,26,0.51,0.4,0.09,0.12,0.14,0.1
strike,none,n-chops8,genic2-3,none,nb,7,254,234,77,60,0.5,0.44,0.2,0.23,0.28,0.22
strike,none,n-chops8,genic2-3,none,nb,8,312,252,19,42,0.57,0.69,0.14,0.06,0.24,0.08
strike,none,normal-chops,genic-3-100,none,2b,-3,207,418,0,0,0.33,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,2b,-2,207,418,0,0,0.33,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,2b,-1,108,64,99,354,0.74,0.78,0.85,0.48,0.81,0.61
strike,none,normal-chops,genic-3-100,none,2b,0,207,418,0,0,0.33,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,2b,1,152,354,55,64,0.35,0.54,0.15,0.27,0.24,0.19
strike,none,normal-chops,genic-3-100,none,2b,2,157,418,50,0,0.25,0,0,0.24,0,0
strike,none,normal-chops,genic-3-100,none,2b,3,204,418,3,0,0.33,0,0,0.01,0,0
strike,none,n-chops8,genic2-3,none,2b,1,475,72,63,15,0.78,0.19,0.17,0.12,0.18,0.14
strike,none,n-chops8,genic2-3,none,2b,2,499,86,39,1,0.8,0.03,0.01,0.07,0.02,0.02
strike,none,n-chops8,genic2-3,none,2b,3,487,81,51,6,0.79,0.11,0.07,0.09,0.08,0.08
strike,none,n-chops8,genic2-3,none,2b,4,405,77,133,10,0.66,0.07,0.11,0.25,0.09,0.16
strike,none,n-chops8,genic2-3,none,2b,5,452,63,86,24,0.76,0.22,0.28,0.16,0.24,0.2
strike,none,n-chops8,genic2-3,none,2b,6,458,69,80,18,0.76,0.18,0.21,0.15,0.19,0.17
strike,none,n-chops8,genic2-3,none,2b,7,482,87,56,0,0.77,0,0,0.1,0,0
strike,none,n-chops8,genic2-3,none,2b,8,508,74,30,13,0.83,0.3,0.15,0.06,0.2,0.08
strike,none,normal-chops,genic-3-100,none,oner,-3,606,19,0,0,0.97,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,oner,-2,606,19,0,0,0.97,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,oner,-1,606,19,0,0,0.97,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,oner,0,606,19,0,0,0.97,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,oner,1,589,1,17,18,0.97,0.51,0.95,0.03,0.67,0.05
strike,none,normal-chops,genic-3-100,none,oner,2,571,19,35,0,0.91,0,0,0.06,0,0
strike,none,normal-chops,genic-3-100,none,oner,3,577,18,29,1,0.92,0.03,0.05,0.05,0.04,0.05
strike,none,n-chops8,genic2-3,none,oner,1,557,33,30,5,0.9,0.14,0.13,0.05,0.14,0.07
strike,none,n-chops8,genic2-3,none,oner,2,552,38,35,0,0.88,0,0,0.06,0,0
strike,none,n-chops8,genic2-3,none,oner,3,562,33,25,5,0.91,0.17,0.13,0.04,0.15,0.06
strike,none,n-chops8,genic2-3,none,oner,4,554,36,33,2,0.89,0.06,0.05,0.06,0.05,0.05
strike,none,n-chops8,genic2-3,none,oner,5,558,32,29,6,0.9,0.17,0.16,0.05,0.16,0.08
strike,none,n-chops8,genic2-3,none,oner,6,558,32,29,6,0.9,0.17,0.16,0.05,0.16,0.08
strike,none,n-chops8,genic2-3,none,oner,7,552,38,35,0,0.88,0,0,0.06,0,0
strike,none,n-chops8,genic2-3,none,oner,8,566,24,21,14,0.93,0.4,0.37,0.04,0.38,0.07
bolts,none,normal-chops,none,none,oner,-3,7,33,0,0,0.18,0,0,0,0,0
bolts,none,normal-chops,none,none,oner,-2,7,33,0,0,0.18,0,0,0,0,0
bolts,none,normal-chops,none,none,oner,-1,2,7,5,26,0.7,0.84,0.79,0.71,0.81,0.75
bolts,none,normal-chops,none,none,oner,0,7,33,0,0,0.18,0,0,0,0,0
bolts,none,normal-chops,none,none,oner,1,6,33,1,0,0.15,0,0,0.14,0,0
bolts,none,normal-chops,none,none,oner,2,7,27,0,6,0.33,1,0.18,0,0.31,0
bolts,none,normal-chops,none,none,oner,3,6,32,1,1,0.18,0.5,0.03,0.14,0.06,0.05
bolts,none,n-bins6,genic-3-97,nomograms,2b,0,0,0,4,4,0.5,0.5,1,1,0.67,1
bolts,none,n-bins6,genic-3-97,nomograms,2b,1,4,4,0,0,0.5,0,0,0,0,0
bolts,none,n-bins6,genic-3-97,nomograms,2b,2,4,4,0,0,0.5,0,0,0,0,0
bolts,none,n-bins6,genic-3-97,nomograms,2b,3,4,4,0,0,0.5,0,0,0,0,0
bolts,none,n-bins6,genic-3-97,nomograms,2b,4,4,4,0,0,0.5,0,0,0,0,0
bolts,none,n-bins6,genic-3-97,nomograms,2b,5,4,4,0,0,0.5,0,0,0,0,0
bolts,none,n-bins6,genic-3-97,nomograms,2b,6,4,4,0,0,0.5,0,0,0,0,0
bolts,none,n-chops8,genic2-3,b-squared,nb,1,5,28,0,4,0.24,1,0.13,0,0.22,0
bolts,none,n-chops8,genic2-3,b-squared,nb,2,5,27,0,5,0.27,1,0.16,0,0.27,0
bolts,none,n-chops8,genic2-3,b-squared,nb,3,4,27,1,5,0.24,0.83,0.16,0.2,0.26,0.18
bolts,none,n-chops8,genic2-3,b-squared,nb,4,3,27,2,5,0.22,0.71,0.16,0.4,0.26,0.22
bolts,none,n-chops8,genic2-3,b-squared,nb,5,5,29,0,3,0.22,1,0.09,0,0.17,0
bolts,none,n-chops8,genic2-3,b-squared,nb,6,3,27,2,5,0.22,0.71,0.16,0.4,0.26,0.22
bolts,none,n-chops8,genic2-3,b-squared,nb,7,5,30,0,2,0.19,1,0.06,0,0.12,0
bolts,none,n-chops8,genic2-3,b-squared,nb,8,5,29,0,3,0.22,1,0.09,0,0.17,0
bolts,none,n-bins6,genic-3-97,none,nb,0,11,21,1,7,0.45,0.88,0.25,0.08,0.39,0.13
bolts,none,n-bins6,genic-3-97,none,nb,1,1,17,11,11,0.3,0.5,0.39,0.92,0.44,0.55
bolts,none,n-bins6,genic-3-97,none,nb,2,12,26,0,2,0.35,1,0.07,0,0.13,0
bolts,none,n-bins6,genic-3-97,none,nb,3,12,28,0,0,0.3,0,0,0,0,0
bolts,none,n-bins6,genic-3-97,none,nb,4,12,27,0,1,0.33,1,0.04,0,0.07,0
bolts,none,n-bins6,genic-3-97,none,nb,5,12,23,0,5,0.43,1,0.18,0,0.3,0
bolts,none,n-bins6,genic-3-97,none,nb,6,12,26,0,2,0.35,1,0.07,0,0.13,0
bolts,normalize,n-chops8,none,nomograms,oner,1,34,1,3,2,0.9,0.4,0.67,0.08,0.5,0.14
bolts,normalize,n-chops8,none,nomograms,oner,2,31,3,6,0,0.78,0,0,0.16,0,0
bolts,normalize,n-chops8,none,nomograms,oner,3,31,3,6,0,0.78,0,0,0.16,0,0
bolts,normalize,n-chops8,none,nomograms,oner,4,31,3,6,0,0.78,0,0,0.16,0,0
bolts,normalize,n-chops8,none,nomograms,oner,5,31,3,6,0,0.78,0,0,0.16,0,0
bolts,normalize,n-chops8,none,nomograms,oner,6,32,2,5,1,0.83,0.17,0.33,0.14,0.22,0.19
bolts,normalize,n-chops8,none,nomograms,oner,7,32,3,5,0,0.8,0,0,0.14,0,0
bolts,normalize,n-chops8,none,nomograms,oner,8,37,3,0,0,0.93,0,0,0,0,0
bolts,none,normal-chops,none,none,twob,-3,6,34,0,0,0.15,0,0,0,0,0
bolts,none,normal-chops,none,none,twob,-2,6,34,0,0,0.15,0,0,0,0,0
bolts,none,normal-chops,none,none,twob,-1,4,9,2,25,0.73,0.93,0.74,0.33,0.82,0.46
bolts,none,normal-chops,none,none,twob,0,6,34,0,0,0.15,0,0,0,0,0
bolts,none,normal-chops,none,none,twob,1,6,34,0,0,0.15,0,0,0,0,0
bolts,none,normal-chops,none,none,twob,2,2,25,4,9,0.28,0.69,0.26,0.67,0.38,0.38
bolts,none,normal-chops,none,none,twob,3,6,34,0,0,0.15,0,0,0,0,0
bolts,none,normal-chops,none,none,nb,-3,5,35,0,0,0.13,0,0,0,0,0
bolts,none,normal-chops,none,none,nb,-2,5,35,0,0,0.13,0,0,0,0,0
