 (INFOGAIN-PRISM INFOGAIN 12 KNN TRUE,395,11,0,11,.50,.00,1.00,.00,.65)
 (BSQUARE-PRISM BSQUARE 12 KNN TRUE,371,18,10,18,.50,.03,.64,.05,.65)
 (BSQUARE-PRISM BSQUARE 12 KNN FALSE,19,17,17,364,.96,.47,.96,.63,.66)
 (INFOGAIN-NB INFOGAIN 2 KNN FALSE,6,0,19,392,1.00,.76,.95,.86,.46)
 (INFOGAIN-NB INFOGAIN 2 KNN TRUE,392,19,0,6,.24,.00,1.00,.00,.46)
 (BSQUARE-NB BSQUARE 2 KNN TRUE,383,28,4,2,.07,.01,.33,.02,.34)
 (BSQUARE-NB BSQUARE 2 KNN FALSE,2,4,28,383,.99,.93,.93,.96,.34)
 (INFOGAIN-PRISM INFOGAIN 2 KNN TRUE,402,12,1,2,.14,.002,.67,.005,.39)
 (INFOGAIN-PRISM INFOGAIN 2 KNN FALSE,4,4,10,399,.99,.71,.98,.83,.49)
 (BSQUARE-PRISM BSQUARE 2 KNN TRUE,388,23,3,3,.12,.01,.50,.01,.37)
 (BSQUARE-PRISM BSQUARE 2 KNN FALSE,4,8,22,383,.98,.85,.95,.91,.40)
 (INFOGAIN-NB INFOGAIN 4 KNN TRUE,394,12,5,6,.33,.01,.55,.02,.53)
 (INFOGAIN-NB INFOGAIN 4 KNN FALSE,6,5,12,394,.99,.67,.97,.80,.53)
 (BSQUARE-NB BSQUARE 4 KNN TRUE,379,20,17,1,.05,.04,.06,.05,.33)
 (BSQUARE-NB BSQUARE 4 KNN FALSE,1,17,20,379,.96,.95,.95,.95,.33)
 (INFOGAIN-PRISM INFOGAIN 4 KNN TRUE,394,18,1,4,.18,.003,.80,.005,.42)
 (INFOGAIN-PRISM INFOGAIN 4 KNN FALSE,6,5,16,390,.99,.73,.96,.84,.49)
 (BSQUARE-PRISM BSQUARE 4 KNN TRUE,395,17,2,3,.15,.01,.60,.01,.40)
 (BSQUARE-PRISM BSQUARE 4 KNN FALSE,3,10,17,387,.97,.85,.96,.91,.40)
 (INFOGAIN-NB INFOGAIN 8 KNN TRUE,398,13,6,0,.00,.01,.00,.00,.29)
 (INFOGAIN-NB INFOGAIN 8 KNN FALSE,0,6,13,398,.99,1.00,.97,.00,.29)
 (BSQUARE-NB BSQUARE 8 KNN TRUE,331,20,56,10,.33,.14,.15,.20,.52)
 (BSQUARE-NB BSQUARE 8 KNN FALSE,10,56,20,331,.86,.67,.94,.75,.52)
 (INFOGAIN-PRISM INFOGAIN 8 KNN TRUE,394,14,0,9,.39,.00,1.00,.00,.57)
 (INFOGAIN-PRISM INFOGAIN 8 KNN FALSE,10,8,13,386,.98,.57,.97,.72,.60)
 (BSQUARE-PRISM BSQUARE 8 KNN TRUE,380,22,6,9,.29,.02,.60,.03,.50)
 (BSQUARE-PRISM BSQUARE 8 KNN FALSE,9,13,22,373,.97,.71,.94,.82,.50)
 (INFOGAIN-NB INFOGAIN 10 KNN TRUE,331,16,56,14,.47,.14,.20,.22,.61)
 (INFOGAIN-NB INFOGAIN 10 KNN FALSE,14,56,16,331,.86,.53,.95,.66,.61)
 (BSQUARE-NB BSQUARE 10 KNN TRUE,347,21,39,10,.32,.10,.20,.15,.52)
 (BSQUARE-NB BSQUARE 10 KNN FALSE,10,39,21,347,.90,.68,.94,.77,.52)
 (INFOGAIN-PRISM INFOGAIN 10 KNN TRUE,393,14,2,8,.36,.01,.80,.01,.55)
 (INFOGAIN-PRISM INFOGAIN 10 KNN FALSE,8,13,14,382,.97,.64,.96,.77,.55)
 (BSQUARE-PRISM BSQUARE 10 KNN FALSE,13,11,14,379,.97,.52,.96,.68,.63)
 (BSQUARE-PRISM BSQUARE 10 KNN TRUE,383,14,7,13,.48,.02,.65,.03,.63)
 (INFOGAIN-NB INFOGAIN 12 KNN TRUE,341,8,53,15,.65,.13,.22,.22,.74)
 (INFOGAIN-NB INFOGAIN 12 KNN FALSE,15,53,8,341,.87,.35,.98,.50,.74)
 (BSQUARE-NB BSQUARE 12 KNN TRUE,336,21,54,6,.22,.14,.10,.17,.44)
 (BSQUARE-NB BSQUARE 12 KNN FALSE,6,54,21,336,.86,.78,.94,.82,.44)
 (INFOGAIN-PRISM INFOGAIN 12 KNN TRUE,386,17,2,12,.41,.01,.86,.01,.59)
 (INFOGAIN-PRISM INFOGAIN 12 KNN FALSE,13,7,16,381,.98,.55,.96,.71,.61)
 (BSQUARE-PRISM BSQUARE 12 KNN TRUE,377,19,5,16,.46,.01,.76,.03,.62)
 (BSQUARE-PRISM BSQUARE 12 KNN FALSE,17,12,18,370,.97,.51,.95,.67,.64)
 (INFOGAIN-NB INFOGAIN 2 KNN TRUE,383,25,3,6,.19,.01,.67,.01,.43)
 (INFOGAIN-NB INFOGAIN 2 KNN FALSE,6,3,25,383,.99,.81,.94,.89,.43)
 (BSQUARE-NB BSQUARE 2 KNN TRUE,396,21,0,0,.00,.00,.00,.00,.29)
 (BSQUARE-NB BSQUARE 2 KNN FALSE,0,0,21,396,1.00,1.00,.95,.00,.29)
 (INFOGAIN-PRISM INFOGAIN 2 KNN TRUE,387,21,0,9,.30,.00,1.00,.00,.51)
 (INFOGAIN-PRISM INFOGAIN 2 KNN FALSE,9,4,21,383,.99,.70,.95,.82,.50)
 (BSQUARE-PRISM BSQUARE 2 KNN TRUE,386,23,3,5,.18,.01,.63,.01,.42)
 (BSQUARE-PRISM BSQUARE 2 KNN FALSE,6,7,22,382,.98,.79,.95,.87,.44)
 (INFOGAIN-NB INFOGAIN 4 KNN TRUE,380,17,15,5,.23,.04,.25,.07,.45)
 (INFOGAIN-NB INFOGAIN 4 KNN FALSE,5,15,17,380,.96,.77,.96,.86,.45)
 (BSQUARE-NB BSQUARE 4 KNN TRUE,365,28,20,4,.13,.05,.17,.07,.38)
 (BSQUARE-NB BSQUARE 4 KNN FALSE,4,20,28,365,.95,.88,.93,.91,.38)
 (INFOGAIN-PRISM INFOGAIN 4 KNN TRUE,390,23,1,3,.12,.003,.75,.01,.37)
 (INFOGAIN-PRISM INFOGAIN 4 KNN FALSE,4,4,22,387,.99,.85,.95,.91,.40)
 (BSQUARE-PRISM BSQUARE 4 KNN TRUE,389,24,2,2,.08,.01,.50,.01,.35)
 (BSQUARE-PRISM BSQUARE 4 KNN FALSE,2,6,24,385,.98,.92,.94,.95,.35)
 (INFOGAIN-NB INFOGAIN 8 KNN TRUE,370,11,22,14,.56,.06,.39,.10,.69)
 (INFOGAIN-NB INFOGAIN 8 KNN FALSE,14,22,11,370,.94,.44,.97,.60,.69)
